Aircraft TypeDesignator,Class,Number+Engine Type/FAA Weight Class,"MANUFACTURER, Model"
BOLT,Fixed-wing,1P/S,"STEEN, Skybolt"
BOOM,Fixed-wing,2P/S,"RUTAN, 202 Boomerang"
BPAT,Fixed-wing,1P/S,"R & B, Bearhawk Patrol"
BPOD,Fixed-wing,4E/S,"RUTAN, 367 BiPod"
BR14,Fixed-wing,1P/S,"BREGUET, 14 Replica"
BR23,Fixed-wing,1P/s,"BRM Aero, Bristell B23"
BR54,Gyrocopter,1P/S,BARNETT BRC-540
BR60,Fixed-wing,1P/S,"BRUMBY, 600"
BR61,Fixed-wing,1P/S,"BRUMBY, 610 Evolution"
BRAV,Fixed-wing,1P/S,"TECNAM, P-2004 Bravo"
BRB2,Helicopter,1P/S,"BRANTLY-HYNES, B-2"
BREZ,Fixed-wing,1P/S,"AEROSTYLE, Breezer"
BROU,Fixed-wing,1P/S,"MAX HOLSTE , MH-1521 Broussard"
BS60,Fixed-wing,2T/S,"BEECH-SFERMA, 60 Marquis"
BSCA,Fixed-wing,4J/H,"BOEING, 747SCA Shuttle Carrier"
BSTP,Helicopter,2T/S+,"BELL, 214ST SuperTransport"
BSTR,Fixed-wing,1P/S,"CUSTOM FLIGHT, Bright Star"
BT36,Fixed-wing,1P/S,"BEECH, B36TC Bonanza"
BTUB,Fixed-wing,1P/S,"KIMBREL, Dormoy Bathtub"
BTX1,Fixed-wing,1J/S,"BOEING, BTX-1"
BU20,Fixed-wing,3P/S,"AIRCRAFT HYDRO-FORMING, Bushmaster 2000"
BU31,Fixed-wing,1P/S,"BUCKER, DoBÃÂ¼-131 Jungmann"
BU33,Fixed-wing,1P/S,"BUCKER, DoBÃÂ¼-133 Jungmeister"
BU81,Fixed-wing,1P/S,BUCKER BÃÂ¼-181 Bestmann
BUC,Fixed-wing,2J/L,"HAWKER SIDDELEY, Buccaneer"
BUCA,@Fixed-wing,1P/S,"ADVANCED AVIATION, Buccaneer"
BULT,Fixed-wing,1P/S,"BROKAW, BJ-520 Bullet"
BUSH,Fixed-wing,1P/S,"RAINBOW SKYREACH, BushCat"
BW60,Fixed-wing,1P/S,"BLACKWING,	BW-600"
BX2,Fixed-wing,1P/S,"BRANDLI, BX-2 Cherry"
C02T,Fixed-wing,2T/S,"CESSNA, 402 (turbine)"
C04T,Fixed-wing,2T/S,"CESSNA, 404 (turbine)"
C06T,Fixed-wing,1T/S,"CESSNA, 206 (turbine)"
C07T,Fixed-wing,1T/S,"CESSNA, 207 (turbine)"
C08T,Fixed-wing,CT/S,"SOLOY, 208 Dual-Pac Caravan"
C1,Fixed-wing,2J/L,"KAWASAKI, C-1"
C101,Fixed-wing,1J/S+,"CASA, C-101 Aviojet"
C10T,Fixed-wing,1T/S,"CESSNA, P210 (turbine)"
C119,Fixed-wing,2P/L,"FAIRCHILD (1), C-119 Flying Boxcar"
C120,Fixed-wing,1P/S,"CESSNA, 120"
C123,Fixed-wing,2P/L,"FAIRCHILD (1), C-123 Provider"
C125,Fixed-wing,3P/L,"NORTHROP, C-125 Raider"
C130,Fixed-wing,4T/L,"LOCKHEED MARTIN, C-130 Hercules"
C133,Fixed-wing,4T/L,"DOUGLAS, C-133 Cargomaster"
C135,Fixed-wing,4J/H,"BOEING, C-135"
C140,Fixed-wing,1P/S,"CESSNA, 140"
C141,Fixed-wing,4J/H,"LOCKHEED, C-141 Starlifter"
C14T,Fixed-wing,2T/S,"CESSNA, 414 (turbine)"
C15,Fixed-wing,4J/L,"MCDONNELL DOUGLAS, YC-15"
C150,Fixed-wing,1P/S,"CESSNA, 150"
C152,Fixed-wing,1P/S,"CESSNA, 152"
C160,Fixed-wing,2T/L,"TRANSALL, C-160"
C162,Fixed-wing,1P/S,"CESSNA, 162 Skycatcher"
C17,Fixed-wing,4J/H,"BOEING, C-17 Globemaster 3"
C170,Fixed-wing,1P/S,"CESSNA, 170"
C172,Fixed-wing,1P/S,"CESSNA, 172"
C175,Fixed-wing,1P/S,"CESSNA, 175 Skylark"
C177,Fixed-wing,1P/S,"CESSNA, 177 Cardinal"
C180,Fixed-wing,1P/S,"CESSNA, Skywagon 180"
C182,Fixed-wing,1P/S,"CESSNA, 182 Skylane"
C185,Fixed-wing,1P/S,"CESSNA, 185 Skywagon"
C188,Fixed-wing,1P/S,"CESSNA, 188 AgPickup"
C190,Fixed-wing,1P/S,"CESSNA, 190"
C195,Fixed-wing,1P/S,"CESSNA, 195"
C2,Fixed-wing,2T/L,"GRUMMAN, C-2 Greyhound"
C205,Fixed-wing,1P/S,"CESSNA, 205"
C206,Fixed-wing,1P/S,"CESSNA, 206 Stationair"
C207,Fixed-wing,1P/S,"CESSNA, T207 Turbo Skywagon 207"
C208,Fixed-wing,1T/S,"CESSNA, 208 Grand Caravan"
C210,Fixed-wing,1P/S,"CESSNA, 210 Centurion"
C212,Fixed-wing,2T/S+,"CASA, C-212 Aviocar"
C21T,Fixed-wing,2T/S,"CESSNA, 421 (turbine)"
C22J,Fixed-wing,2J/S,"CAPRONI VIZZOLA, C-22J Ventura"
C240,Fixed-wing,1P/S,"CESSNA, T240 Corvalis TTx"
C25A,Fixed-wing,2J/S,"CESSNA, 525A Citation CJ2"
C25B,Fixed-wing,2J/S+,"CESSNA, 525B Citation CJ3"
C25C,Fixed-wing,2J/S+,"CESSNA, 525C Citation CJ4"
C25M,Fixed-wing,2J/S,"CESSNA, 525 Citation M2"
C270,Fixed-wing,1P/S,"CAUDRON, C-270 Luciole"
C27J,Fixed-wing,2T/L,"ALENIA, C-27J Spartan"
C295,Fixed-wing,2T/L,"AIRBUS, C-295 Persuader"
C303,Fixed-wing,2P/S,"CESSNA, T303 Crusader"
C309,Fixed-wing,1P/S,"CEA, CEA-309 Mehari"
C30J,Fixed-wing,4T/L,"LOCKHEED MARTIN, C-130J Hercules"
C310,Fixed-wing,2P/S,"CESSNA, 310"
C320,Fixed-wing,2P/S,"CESSNA, 320 Executive Skyknight"
C335,Fixed-wing,2P/S,"CESSNA, 335"
C336,Fixed-wing,2P/S,"CESSNA, 336 Skymaster"
C337,Fixed-wing,2P/S,"CESSNA, 337 Super Skymaster"
C340,Fixed-wing,2P/S,"CESSNA, 340"
C365,Fixed-wing,1T/S,"EKW, C-3605"
C402,Fixed-wing,2P/S,"CESSNA, 402 Businessliner"
C404,Fixed-wing,2P/S,"CESSNA, 404 Titan"
C411,Fixed-wing,2P/S,"CESSNA, 411"
C414,Fixed-wing,2P/S,"CESSNA, 414 Chancellor"
C42,Fixed-wing,1P/S,"IKARUS, C-42 Bison"
C421,Fixed-wing,2P/S,"CESSNA, 421 Golden Eagle"
C425,Fixed-wing,2T/S,"CESSNA, Conquest 1"
C441,Fixed-wing,2T/S,"CESSNA, 441 Conquest 2"
C46,Fixed-wing,2P/L,"CURTISS, C-46 Commando"
C5,Fixed-wing,4J/H,"LOCKHEED, C-5A/B Galaxy"
C500,Fixed-wing,2J/S,"CESSNA, 500 Citation 1"
C501,Fixed-wing,2J/S,"CESSNA, 501 Citation 1SP"
C510,Fixed-wing,2J/S,"CESSNA, 510 Citation Mustang"
C525,Fixed-wing,2J/S,"CESSNA, 525 Citation CJ1"
C526,Fixed-wing,2J/S,"CESSNA, 526 CitationJet"
C550,Fixed-wing,2J/S+,"CESSNA, 550 Citation 2"
C551,Fixed-wing,2J/S,"CESSNA, 551 Citation 2SP"
C55B,Fixed-wing,2J/S+,"CESSNA, 550B Citation Bravo"
C560,Fixed-wing,2J/S+,"CESSNA, 560 Citation 5 Ultra / Encore"
C56X,Fixed-wing,2J/S+,"CESSNA, 560XL Citation Excel / XLS"
C5M,Fixed-wing,4J/H,"LOCKHEED, C-5M Super Galaxy"
C650,Fixed-wing,2J/S+,"CESSNA, 650 Citation 3"
C680,Fixed-wing,2J/S+,"CESSNA, 680 Citation Sovereign"
C68A,Fixed-wing,2J/S+,"CESSNA, 680A Citation Latitude"
C700,Fixed-wing,2J/S+,"CESSNA, 700 Citation Longitude"
C72R,Fixed-wing,1P/S,"CESSNA, 172RG Cutlass RG"
C750,Fixed-wing,2J/S+,"CESSNA, 750 Citation 10"
C77R,Fixed-wing,1P/S,"CESSNA, 177RG Cardinal RG"
C82,Fixed-wing,2P/L,"FAIRCHILD (1), C-82 Packet"
C82R,Fixed-wing,1P/S,"CESSNA, R182 Skylane RG"
C82S,Fixed-wing,1P/S,"CESSNA, T182 Turbo Skylane"
C82T,Fixed-wing,1P/S,"CESSNA, TR182 Turbo Skylane RG"
C919,Fixed-wing,2J/L,"COMAC, C-919"
C97,Fixed-wing,4P/L,"BOEING, C-97 Stratofreighter"
CA12,Fixed-wing,1T/S,"COMP AIR, CA-12 Comp Air 12"
CA19,Fixed-wing,1P/S,"COMMONWEALTH (1), CA-19 Boomerang"
CA1P,Fixed-wing,1P/S,"AEROCOMP, CA-10 Comp Air 10"
CA1T,Fixed-wing,1T/S,"AEROCOMP, CA-10T Comp Air 10T"
CA25,Fixed-wing,1P/S,"COMMONWEALTH (1), CA-25 Winjeel"
CA3,Fixed-wing,1P/S,"AEROCOMP, CA-3 Comp Air 3"
CA4,Fixed-wing,1P/S,"AEROCOMP, CA-4 Comp Air 4"
CA41,Fixed-wing,1P/S,"CORVUS, CA-41 Racer"
CA6,Fixed-wing,1P/S,"AEROCOMP, CA-6 Comp Air 6"
CA61,Fixed-wing,1P/S,"CVJETKOVIC, CA-61 Mini Ace"
CA65,Fixed-wing,1P/S,"CVJETKOVIC, CA-65 Skyfly"
CA7P,Fixed-wing,1P/S,"AEROCOMP, CA-7P Comp Air 7P"
CA7T,Fixed-wing,1T/S,"AEROCOMP, CA-7T Comp Air 7T"
CA8,Fixed-wing,1T/S,"AEROCOMP, CA-8 Comp Air 8"
CA9,Fixed-wing,1T/S,"COMP AIR, CA-9 Comp Air 9"
CABI,Fixed-wing,1T/S,"UNIVERSAL COMPOSITE, Carbon Bird"
CABN,Fixed-wing,1P/S,"PARAMOUNT, Cabinaire"
CAD2,Fixed-wing,1P/S,"CLASS, Bush Caddy R-120"
CAD4,Fixed-wing,1P/S,"CLASS, Bush Caddy L-160"
CAJ,Fixed-wing,1J/S,"AEROCOMP, CA-J Comp Air Jet"
CAML,Fixed-wing,1P/S,"SOPWITH, Camel"
CAMP,Fixed-wing,1P/S,"PIETENPOL, Air Camper"
CAN4,Fixed-wing,1P/S,"CAMPANA, AN-4"
CAPL,Fixed-wing,1P/S,"FLIGHTWORKS, Capella"
CAR,Fixed-wing,1P/S,"AEROCAD, Aerocar"
CARV,Fixed-wing,4P/L,"AVIATION TRADERS, ATL-98 Carvair"
CASS,Fixed-wing,1P/S,"CASSUTT, Special"
CAT,@Fixed-wing,2P/S+,"CONSOLIDATED, Catalina"
CAT1,Fixed-wing,1P/S,"CREATIVE FLIGHT, MPA Aerocat SR"
CAT2,Fixed-wing,2P/S,"CREATIVE FLIGHT, MPA Aerocat TR"
CAW,Fixed-wing,1P/S,"CESSNA, AW"
CB1,Fixed-wing,1P/S,"HATZ, CB-1 Biplane"
CC19,Fixed-wing,1P/S,"CUB CRAFTERS, CC-19 Xcub"
CD2,@Fixed-wing,2T/S,"CLAUDIUS DORNIER, CD-2 Seastar"
CDC6,Fixed-wing,1P/S,"CESSNA, DC-6"
CDUS,Gyrocopter,1P/S,"ROTORSPORT, Calidus"
CDW1,Fixed-wing,1P/S,"CHILTON, DW-1"
CE15,$Fixed-wing,1P/S,"CHERNOV, Che-15"
CE22,@Fixed-wing,2P/S,"CHERNOV, Che-22 Corvette"
CE23,@Fixed-wing,1P/S,"CHERNOV, Che-23"
CE25,@Fixed-wing,2P/S,"CHERNOV, Che-25"
CE27,@Fixed-wing,2P/S,"CHERNOV, Che-27"
CE43,Fixed-wing,1P/S,"CERVA, CE-43 Guepard"
CEGL,Fixed-wing,1P/S,"CELAIR, Eagle 300"
CELR,Fixed-wing,1P/S,"MIRAGE, Celerity"
CENT,Fixed-wing,1P/S,"FOUND, 100 Centennial"
CFRE,@Fixed-wing,1P/S,"COLYAER, Freedom"
CG3,Fixed-wing,1P/S,"CAUDRON, G-3"
CGAN,$Fixed-wing,1P/S,"COLYAER, Gannet"
CH1,Fixed-wing,1T/S,"AIDC, A-CH-1 Chung-Tsing"
CH10,Fixed-wing,1P/S,"ZENAIR, CH-100 Mono-Z"
CH12,Helicopter,1P/S,CICARE CH-12
CH14,Helicopter,1T/S,CICARE CH-14 Aguilucho
CH15,Fixed-wing,1P/S,"ZENAIR, CH-150 Acro-Z"
CH18,Fixed-wing,1P/S,"ZENAIR, CH-180 Super Acro-Z"
CH20,Fixed-wing,1P/S,ZENAIR CH-200 ZÃÂ©nith
CH25,Fixed-wing,1P/S,"ZENAIR, CH-250 ZÃÂ©nith"
CH2T,Fixed-wing,1P/S,"ZENAIR, CH-2000 ZÃÂ©nith"
CH30,Fixed-wing,1P/S,"ZENAIR, CH-300 Tri-Z"
CH40,Fixed-wing,2P/S,"CHAMPION, 402 Lancer"
CH50,Fixed-wing,1P/S,"ZENAIR, CH-50 Mini-Z"
CH60,Fixed-wing,1P/S,"ZENAIR, CH-600 Zodiac"
CH62,Fixed-wing,2P/S,"ZENAIR, CH-620 Gemini"
CH64,Fixed-wing,1P/S,"ZENAIR, CH-640 Zodiac"
CH65,Fixed-wing,1P/S,"AMD, CH-650 Zodiac"
CH7,Helicopter,1P/S,"HELI-SPORT, CH-7 Kompress"
CH70,Fixed-wing,1P/S,"ZENITH, CH-701 Stol"
CH75,Fixed-wing,1P/S,"ZENAIR, CH-750 Stol"
CH7A,Fixed-wing,1P/S,"BELLANCA, 7ECA Citabria"
CH7B,Fixed-wing,1P/S,"BELLANCA, 7GCBC Citabria"
CH80,Fixed-wing,1P/S,"ZENAIR, CH-801 Stol"
CHAN,Fixed-wing,1P/S,"CADCOR, Chanute"
CHCS,Fixed-wing,1P/S,"NOIN , Choucas"
CHGO,Fixed-wing,1P/S,"KOREAN AIR, CHK-91 Chang-Gong 91"
CHIC,Fixed-wing,1P/S,"PODESVA, Chico"
CHIF,Helicopter,1P/S,"PAWNEE, Chief"
CHIN,Fixed-wing,1P/S,"ASAP, Chinook"
CHIP,Fixed-wing,1P/S,"LEGER, Super-Chipmunk"
CHR1,Fixed-wing,1P/S,"ELMWOOD, CA-05 Christavia Mk1"
CHR4,Fixed-wing,1P/S,"ELMWOOD, CH-8 Christavia Mk4"
CHSY,Gyrocopter,1P/S,"CHAYAIR, Sycamore"
CICA,Fixed-wing,2P/S,"HYDROPLANE, Cicada"
CJ1,Fixed-wing,1P/S,"CORBY, CJ-1 Starlet"
CJ6,Fixed-wing,1P/S,"HONGDU, CJ-6"
CKUO,Fixed-wing,2J/S+,"AIDC, F-CK-1 Ching-Kuo"
CL2P,@Fixed-wing,2P/L,"CANADAIR, CL-215"
CL2T,@Fixed-wing,2T/L,"CANADAIR, CL-415"
CL30,Fixed-wing,2J/S+,"BOMBARDIER, BD-100 Challenger 300"
CL35,Fixed-wing,2J/S+,"BOMBARDIER , BD-100 Challenger 350"
CL41,Fixed-wing,1J/S,"CANADAIR, CL-41 Tutor"
CL44,Fixed-wing,4T/L,"CANADAIR, CL-44 Forty Four"
CL4G,Fixed-wing,4T/L,"CANADAIR, CL-44-O Guppy"
CL60,Fixed-wing,2J/L,"CANADAIR, CL-600 Challenger 600"
CL8,Fixed-wing,1P/S,"CARRIOU, CL-8 RSA Club"
CLA,Fixed-wing,1P/S,"CALLAIR, A-2"
CLB1,Fixed-wing,1P/S,"AERO COMMANDER, B-1 Ag Commander"
CLBR,Fixed-wing,1P/S,"FISHER AERO, Celebrity"
CLD2,Gyrocopter,1P/S,"ROTORTEC, Cloud Dancer 2"
CLDS,Fixed-wing,1P/S,"REARWIN, Cloudster"
CLON,Gyrocopter,1P/S,"ROTORSPORT, Cavalon"
CMA3,Fixed-wing,1P/S,"COLYAER, Martin 3"
CMAS,Fixed-wing,1P/S,"CESSNA, Airmaster"
CMDE,Gyrocopter,1P/S,AIR COMMAND Commander Elite Side-by-Side
CMDT,Gyrocopter,1P/S,AIR COMMAND Commander Elite Tandem 
CN12   ,Fixed-wing,1P/S,"CIRCA, Nieuport 12-7/8"
CN35,Fixed-wing,2T/S+,"CASA, CN-235 Persuader"
CNBR,Fixed-wing,2J/L,"ENGLISH ELECTRIC, Canberra"
CNDR,Fixed-wing,2T/S,"GENERAL AVIA, F-20TP Condor"
CNUK,Fixed-wing,1P/S,"FLEET, 80 Canuck"
CO50,Fixed-wing,1P/S,"COBALT, Co-50 Valkyrie"
COAR,Fixed-wing,1P/S,"COBRA, Arrow"
COBR,Fixed-wing,1P/S,"DEBORDE-ROLLAND, Cobra"
COL3,Fixed-wing,1P/S,"CESSNA, 350 Corvalis"
COL4,Fixed-wing,1P/S,"CESSNA, 400 Corvalis TT"
COMU,Helicopter,1P/S,"HELICOM, H-1 Commuter"
CONI,Fixed-wing,4P/L,"LOCKHEED, C-121 Constellation"
COOT,@Fixed-wing,1P/S,"AEROCAD, Coot"
CORO,Fixed-wing,1P/S,"CORVUS, CA-21 Phantom"
CORR,Fixed-wing,1P/S,"SIVEL, SD-27 Corriedale"
CORS,Fixed-wing,1P/S+,"CHANCE VOUGHT, F4U Corsair"
CORV,Fixed-wing,2P/S,"WOLFSBERG, Corvus"
COUG,Fixed-wing,1P/S,"ACRO SPORT, Cougar"
COUR,Fixed-wing,1P/S,"HELIO, Courier"
COY2,Fixed-wing,1P/S,"RAND, S-6 Coyote 2"
COZY,Fixed-wing,1P/S,"RUTAN, Cozy"
CP10,Fixed-wing,1P/S,"CAARP, CAP-10"
CP13,Fixed-wing,1P/S,"CAARP, CP-1310 Super Emeraude"
CP20,Fixed-wing,1P/S,"CAARP, CAP-20"
CP21,Fixed-wing,1P/S,"MUDRY, CAP-21"
CP22,Fixed-wing,1P/S,"CAP AVIATION, CAP-222"
CP23,Fixed-wing,1P/S,"CAP AVIATION, CAP-232"
CP30,Fixed-wing,1P/S,"PIEL, CP-30 Emeraude"
CP32,Fixed-wing,1P/S,"PIEL, CP-320 Super Emeraude"
CP60,Fixed-wing,1P/S,"PIEL, CP-60 Diamant"
CP65,Fixed-wing,1P/S,"PORTERFIELD, CP-65 Collegiate"
CP75,Fixed-wing,1P/S,PIEL CP-70 BÃÂ©ryl
CP80,Fixed-wing,1P/S,PIEL CP-80 ZÃÂ©phir
CP90,Fixed-wing,1P/S,"PIEL, CP-90 Pinocchio"
CPNA,Fixed-wing,1P/S,"PENA, Capena"
CPUP,Fixed-wing,1P/S,"CULP, Sopwith Pup"
CR10,Fixed-wing,1P/S,"DYN'AERO, CR-100"
CRA1,Fixed-wing,1P/S,"CRANFIELD, A-1 Eagle"
CRAC,Fixed-wing,1P/S,"PLUMB, CJ-3 Cracker Jack"
CRER,Fixed-wing,1P/S,"RANS, S-7 Courier"
CRES,Fixed-wing,1T/S,"PACIFIC AEROSPACE, Cresco"
CRIO,@Fixed-wing,1P/S,"MICROLEVE, Corsario"
CRJ1,Fixed-wing,2J/L,"CANADAIR, CL-600 Regional Jet CRJ-100"
CRJ2,Fixed-wing,2J/L,"CANADAIR, CL-600 Regional Jet CRJ-200"
CRJ7,Fixed-wing,2J/L,"CANADAIR, CL-600 Regional Jet CRJ-700"
CRJ9,Fixed-wing,2J/L,"CANADAIR, CL-600 Regional Jet CRJ-900"
CRJX,Fixed-wing,2J/L,"BOMBARDIER, CL-600 Regional Jet CRJ-1000"
CRUZ,Fixed-wing,1P/S,"CZAW, SportCruiser"
CT4,Fixed-wing,1P/S,"PACIFIC AEROSPACE, CT-4 Airtrainer"
CTAH,Fixed-wing,1P/S,"RAINBOW SKYREACH, Cheetah"
CTLN,@Fixed-wing,1P/S,"FLY SYNTHESIS, Catalina"
CUB2,Fixed-wing,1P/S,"ACES HIGH, Cuby 2"
CUCA,Fixed-wing,1P/S,"CULVER, Cadet"
CULP,Fixed-wing,1P/S,"CULP, Special"
CULV,Fixed-wing,1P/S,"CULVER, V"
CULX,Fixed-wing,2P/S,"FISHER AERO, Culex"
CVLP,Fixed-wing,2P/L,"CONVAIR, C-131 Samaritan"
CVLT,Fixed-wing,2T/L,"CANADAIR, CL-66"
CX5,Fixed-wing,1P/S,"THATCHER, CX-5"
CYCL,Fixed-wing,1P/S,"CARLSON, Skycycle"
CYGT,Fixed-wing,1P/S,"HAWKER, Cygnet"
D1,Fixed-wing,2P/S,"WING, D-1 Derringer"
D11,Fixed-wing,1P/S,"JODEL, D-11"
D139,Fixed-wing,1P/S,"DORNA, D-139 Blue Bird"
D140,Fixed-wing,1P/S,"JODEL, D-140 Mousquetaire"
D150,Fixed-wing,1P/S,"JODEL, D-150 Mascaret"
D18,Fixed-wing,1P/S,"JODEL, D-18"
D201,Fixed-wing,1P/S,"D'APUZZO, D-201 Sportwing"
D228,Fixed-wing,2T/S+,"DORNIER, 228"
D25,Fixed-wing,1P/S,"NEW STANDARD, D-25"
D250,Fixed-wing,1P/S,"CENTRE EST, DR-250 Capitaine"
D253,Fixed-wing,1P/S,"CENTRE EST, DR-253 Regent"
D28D,Fixed-wing,2P/S,"DORNIER, Do-28D Skyservant"
D28T,Fixed-wing,2T/S,"DORNIER, Do-28D-6 Turbo Skyservant"
D31,Fixed-wing,1P/S,"ROLLASON, D-31 Turbulent"
D328,Fixed-wing,2T/S+,"DORNIER, 328"
D39,Fixed-wing,1P/S,"AKAFLIEG DARMSTADT, D-39"
D4,Fixed-wing,1P/S,"BEAGLE-AUSTER, D-4"
D5,Fixed-wing,1P/S,"BEAGLE-AUSTER, D-5"
D5TU,Fixed-wing,1P/S,"DRUINE, D-5 Turbi"
D6,Fixed-wing,1P/S,"BEAGLE-AUSTER, D-6"
D6CR,Fixed-wing,1P/S,"DRUINE, D-60 Condor"
D7,Fixed-wing,1P/S,FOKKER D-7 Replica
D8,Fixed-wing,1P/S,FOKKER D-8 Replica
D9,Fixed-wing,1P/S,"JODEL, D9 BÃ©bÃ©"
DA2,Fixed-wing,1P/S,"DAVIS, DA-2"
DA36,Fixed-wing,1E/S,"DIAMOND, DA-36 E-Star"
DA40,Fixed-wing,1P/S,"DIAMOND, DA-40 Club Star"
DA42,Fixed-wing,2P/S,"DIAMOND, DA-42 Twin Star"
DA5,Fixed-wing,1P/S,"DAVIS, DA-5"
DA50,Fixed-wing,1P/S,"DIAMOND, DA-50 SuperStar"
DA62,Fixed-wing,2P/S,"DIAMOND, DA-62"
DAHU,Fixed-wing,1P/S,"PENA, Dahu"
DAKH,Fixed-wing,1P/S,"FISHER, Dakota Hawk"
DAL1,Fixed-wing,1P/S,"SPEZIO, DAL-1 Tuholer"
DAL4,Fixed-wing,1P/S,"DALLACH, D-4 Fascination"
DAL5,Fixed-wing,1P/S,"DALLACH, D-5 Evolution"
DART,Fixed-wing,1P/S,"PARRISH, Dart"
DC10,Fixed-wing,3J/H,"DOUGLAS, DC-10"
DC2,Fixed-wing,2P/S+,"DOUGLAS, DC-2"
DC3,Fixed-wing,2P/S+,"DOUGLAS, DC-3"
DC3S,Fixed-wing,2P/S+,"DOUGLAS, Super DC-3"
DC3T,Fixed-wing,2T/S+,"DOUGLAS, DC-3 (turbine)"
DC4,Fixed-wing,4P/L,"DOUGLAS, DC-4"
DC6,Fixed-wing,4P/L,"DOUGLAS, DC-6"
DC7,Fixed-wing,4P/L,"DOUGLAS, DC-7 Seven Seas"
DC85,Fixed-wing,4J/H,"DOUGLAS, DC-8-50"
DC86,Fixed-wing,4J/H,"DOUGLAS, DC-8-60"
DC87,Fixed-wing,4J/H,"DOUGLAS, DC-8-70"
DC91,Fixed-wing,2J/L,"DOUGLAS, DC-9-10"
DC92,Fixed-wing,2J/L,"DOUGLAS, DC-9-20"
DC93,Fixed-wing,2J/L,"DOUGLAS, DC-9-30"
DC94,Fixed-wing,2J/L,"DOUGLAS, DC-9-40"
DC95,Fixed-wing,2J/L,"DOUGLAS, DC-9-50"
DEAG,Gyrocopter,1P/S,"AMAX, Double Eagle"
DEFI,Fixed-wing,2P/S,"RUTAN, 40 Defiant"
DELF,Fixed-wing,1P/S,"LYAVIN, Delfin"
DFL6,Fixed-wing,1P/S,"DAMOURE-FABRE, DFL-6 Saphir"
DFLY,Fixed-wing,1P/S,"SLIPSTREAM, Dragonfly"
DG15,Fixed-wing,1P/S,"HOWARD (1), DGA-15"
DG1T,Fixed-wing,1P/S,"DG FLUGZEUGBAU, DG-1000T"
DG40,Fixed-wing,1P/S,"GLASER-DIRKS, DG-400"
DG50,Fixed-wing,1P/S,"GLASER-DIRKS, DG-500M"
DG60,Fixed-wing,1P/S,"GLASER-DIRKS, DG-600M"
DG80,Fixed-wing,1P/S,"GLASER-DIRKS, DG-800"
DH2T,Fixed-wing,1T/S,"DE HAVILLAND CANADA, DHC-2 Mk3 Turbo Beaver"
DH3T,Fixed-wing,1T/S,"DE HAVILLAND CANADA, DHC-3 Turbo Otter"
DH60,Fixed-wing,1P/S,"DE HAVILLAND, DH-60 Moth"
DH80,Fixed-wing,1P/S,"DE HAVILLAND, DH-80 Puss Moth"
DH82,Fixed-wing,1P/S,"DE HAVILLAND, DH-82 Tiger Moth"
DH83,Fixed-wing,1P/S,"DE HAVILLAND, DH-83 Fox Moth"
DH85,Fixed-wing,1P/S,"DE HAVILLAND, DH-85 Leopard Moth"
DH87,Fixed-wing,1P/S,"DE HAVILLAND, DH-87 Hornet Moth"
DH88,Fixed-wing,2P/S,"DE HAVILLAND, DH-88 Comet Replica"
DH89,Fixed-wing,2P/S,"DE HAVILLAND, DH-89 Dragon Rapide"
DH8A,Fixed-wing,2T/L,"DE HAVILLAND CANADA, DHC-8-100 Dash 8"
DH8B,Fixed-wing,2T/L,"DE HAVILLAND CANADA, DHC-8-200 Dash 8"
DH8C,Fixed-wing,2T/L,"DE HAVILLAND CANADA, DHC-8-300 Dash 8"
DH8D,Fixed-wing,2T/L,"DE HAVILLAND CANADA, DHC-8-400 Dash 8"
DH90,Fixed-wing,2P/S,"DE HAVILLAND, DH-90 Dragonfly"
DH94,Fixed-wing,1P/S,"DE HAVILLAND, DH-94 Moth Minor"
DHA3,Fixed-wing,3P/S,"DE HAVILLAND AUSTRALIA, DHA-3 Drover"
DHC1,Fixed-wing,1P/S,"DE HAVILLAND, DHC-1 Chipmunk"
DHC2,Fixed-wing,1P/S,"DE HAVILLAND CANADA, DHC-2 Mk1 Beaver"
DHC3,Fixed-wing,1P/S,"DE HAVILLAND CANADA, DHC-3 Otter"
DHC4,Fixed-wing,2P/S+,"DE HAVILLAND CANADA, DHC-4 Caribou"
DHC5,Fixed-wing,2T/L,"DE HAVILLAND CANADA, DHC-5 Buffalo"
DHC6,Fixed-wing,2T/S,"DE HAVILLAND CANADA, DHC-6 Twin Otter"
DHC7,Fixed-wing,4T/L,"DE HAVILLAND CANADA, DHC-7 Dash 7"
DIES,Fixed-wing,1P/S,"PENNEC-LUCAS, Dieselis"
DIJ3,Fixed-wing,1P/S,DIJKMAN-DULKES Dijkhastar 3
DIJ4,@Fixed-wing,1P/S,DIJKMAN-DULKES Dijkhastar 4
DIMO,Fixed-wing,1P/S,"DIAMOND, HK-36 MPX"
DINO,Fixed-wing,1P/S,GANZAVIA GAK-22 DinÃÂ³
DIPR,@Fixed-wing,1P/S,"COLLINS, Dipper"
DISC,Fixed-wing,1P/S,"SCHEMPP-HIRTH, Discus 2T"
DJET,Fixed-wing,1J/S,"DIAMOND, DJ-1 D-Jet"
DJIN,Helicopter,1T/S,"SUD-OUEST, SO-1221 Djinn"
DLH2,Fixed-wing,1E/S,"LANGE, E-1 Antares DLR-H2"
DLTA,Fixed-wing,1P/S,"VERHEES, Delta"
DNGO,@Fixed-wing,1T/S,"AERORIC, Dingo"
DO27,Fixed-wing,1P/S,"DORNIER, Do-27"
