Company,Country,Telephony,3Ltr
"AEROTAXIS ALFE, S.A. DE C.V.",MEXICO,ALFE,TXF
"AEROTAXIS DE LA BAHIA, S.A. DE C.V.",MEXICO,BAHIA,BHC
AEROTAXIS DEL MEDITERRANEO S.L.,SPAIN,RYJET,RYJ
"AEROTAXIS DEL NOROESTE, S.A. DE C.V.",MEXICO,TAXI OESTE,TXD
"AEROTAXIS METROPOLITANOS, S.A. DE C.V.",MEXICO,AEROMETROPOLIS,MTB
"AEROTAXIS PEGASO, S.A. DE C.V.",MEXICO,AEROPEGASO,PSO
"AEROTAXIS TUCAN, S.A. DE C.V.",MEXICO,ROCAN,ERA
AEROTEC,SPAIN,AEROTEC,AEP
"AEROTECNICA JET SERVICES, INC.",PANAMA,PANAJET,AJQ
AEROTECNICA S.A.,VENEZUELA,ATSAVEN,DUG
AEROTOURS,GERMANY,BERLIN SKY,ATU
"AEROTOURS LA VINA, S.A. DE C.V.",MEXICO,AERO VINA,RVG
"AEROTRANS, JOINT-STOCK COMPANY",RUSSIAN FEDERATION,,CDU
AEROTRANSCARGO,REPUBLIC OF MOLDOVA,MOLDCARGO,ATG
AEROTRANSCOLOMBIANA DE CARGA LTDA.,COLOMBIA,TRANSCOLOMBIA,TCO
"AEROTRANSPORTACION DE NORTEAMERICA, S.A. DE C.V.",MEXICO,NORAM,ANM
AEROTRANSPORTE CONVALLES,VENEZUELA,CONVALLES,LLE
"AEROTRANSPORTE DE CARGA UNION, S.A. DE C.V.",MEXICO,AEROUNION,TNO
AEROTRANSPORTE PETROLERO LTDA.,COLOMBIA,AEROPETRO,PET
"AEROTRANSPORTES CORPORATIVOS, S.A. DE C.V.",MEXICO,AEROTRANSCORP,CRP
"AEROTRANSPORTES HUITZILIN, S.A. DE C.V.",MEXICO,AEROHUITZILIN,HUT
"AEROTRANSPORTES INTERNACIONALES DE TORREON, S.A. DE C.V.",MEXICO,AERO TORREON,RRE
"AEROTRANSPORTES MAS DE CARGA, S.A. DE C.V.",MEXICO,MAS CARGA,MAA
"AEROTRANSPORTES RAFILHER, S.A. DE C.V.",MEXICO,RAFILHER,RFD
"AEROTRANSPORTES ZODIAC, S.A. DE C.V.",MEXICO,AERO ZODIAC,ETZ
"AEROTRESALIA, S.A. DE C.V.",MEXICO,TRESALIA,OTS
"AEROTUCAN, S.A. DE C.V.",MEXICO,AEROTUCAN,RTU
AEROTURPIAL,VENEZUELA,VETURPI,TUR
"AEROVARADERO, S.A.",CUBA,AEROVARADERO,AVY
"AEROVENA, S.A. DE C.V.",MEXICO,AEROVENA,VNS
"AEROVENTAS, S.A.",MEXICO,AEROVENTAS,AEV
"AEROVIAS CASTILLO, S.A.",MEXICO,AEROCASTILLO,CLL
AEROVIAS DAP,CHILE,DAP,DAP
"AEROVIAS DE MEXICO, S.A. DE C.V.",MEXICO,AEROMEXICO,AMX
AEROVIAS DEL CONTINENTE AMERICANO S.A.,COLOMBIA,AVIANCA,AVA
"AEROVIC, C.A.",ECUADOR,,OVC
AEROVILLA LTDA.,COLOMBIA,AEROVILLA,VVG
AEROVIP S.A. (AIR CLASS),URUGUAY,ACLA,QCL
AEROVIS AIRLINES LTD,UKRAINE,AEROVIZ,VIZ
"AEROVITRO, S.A. DE C.V.",MEXICO,AEROVITRO,VRO
"AEROVUELOX, S.A. DE C.V.",MEXICO,AEROVUELOX,VUO
AEROWAYS,GERMANY,MAVERICK,MCK
AEROWEST GMBH,GERMANY,AEROWEST,AWH
"AEROWIN, SA DE CV",MEXICO,AEROWIN,OWI
AEROWORLD PAKISTAN PRIVATE LTD,PAKISTAN,,AWP
"AEROXTRA, S.A. DE C.V.",MEXICO,AERO-EXTRA,RXT
AERRO DIREKT,ROMANIA,DIREKT WINGS,DIR
AF-AIR INTERNATIONAL,ANGOLA,FANBIRD,FAN
AF-AVIATION LTD,UNITED KINGDOM,AIRFERRY,AFF
AFGHAN JET INTERNATIONAL AIRLINES,AFGHANISTAN,AFGHAN JET,AJA
"AFIT GMBH, PULLACH",GERMANY,TWEETY,KIE
AFRIC AVIATION,GABON,,EKG
AFRICA CHARTER AIRLINES CC,SOUTH AFRICA,AFRICAN SKY,FSK
AFRICA CHARTERED SERVICES,NIGERIA,AFRICA CHARTERED,AFY
AFRICA WORLD AIRLINES LIMITED,GHANA,BLACKSTAR,AFW
AFRICA'S CONNECTION STP,SAO TOME AND PRINCIPE,,ACH
AFRICAN AIRLINES CORPORATION,LIBYA,AFRIQIYAH,AAW
AFRICAN AIRLINES INTERNATIONAL LIMITED,KENYA,AFRICAN AIRLINES,AIK
AFRICAN ALLIANCE AIRLINES,GAMBIA,AFRICA ALLIANCE,JAY
AFRICAN EXPRESS AIRWAYS,KENYA,EXPRESS JET,AXK
AFRICAN INTERNATIONAL AIRWAYS (PTY) LTD,SOUTH AFRICA,FLY CARGO,AIN
AFRICAN MEDICAL AND RESEARCH FOUNDATION (AMREF),KENYA,FLYDOC,FDS
AFRICAN SAFARI AIRWAYS LTD.,KENYA,ZEBRA,QSC
AFRICAN TRANSPORT TRADING AND INVESTMENT CO. (ATTICO),SUDAN,TRANATTICO,ETC
AFRICAONE,UGANDA,AFRICAWORLD,AFI
AFRIJET AIRLINES,NIGERIA,AFRIJET,FRJ
AFRIJET BUSINESS SERVICES (ABS),GABON,,ABS
AFRIK AIRWAYS,COTE D'IVOIRE,,CIW
AFRIKA AVIATION HANDLERS LIMITED,KENYA,AFRIFAST,FRK
AFRIQUE CHART'AIR,CAMEROON,CHARTER AFRIQUE,FRQ
AFRO INTERNATIONAL ENT. LIMITED,NIGERIA,INTER-AFRO,AOR
AFS ALPINE FLIGHTSERVICE GMBH,AUSTRIA,FALCO,FSE
AFTN COMMUNICATIONS CENTRE,,,YFA
"AG-RAUM GMBH, WARNGAU",GERMANY,TORRO,FAR
AGENCE NATIONALE DES AERODROMES ET DE LA METEOROLOGIE (ANAM),,,ZZM
"AGRICOLAIR, S.L.",SPAIN,,AGD
AGROAR - TRABALHOS AEREOS LDA.,PORTUGAL,AGROAR,GRR
AHK AIR HONG KONG LIMITED,CHINA,AIR HONG KONG,AHK
AHS AIR INTERNATIONAL (PVT) LTD,PAKISTAN,HIGH SKY,AHS
AIGLE AZUR,FRANCE,AIGLE AZUR,AAF
AIM AIR,REPUBLIC OF MOLDOVA,AIM AIR,AAM
AIM AVIATION,ISRAEL,,AIF
AIMS COMMUNITY COLLEGE,UNITED STATES,AIMS COLLEGE,RTY
AIR1AIR,IRAN (ISLAMIC REPUBLIC OF),AVICENNA,INA
AIR26 S.A.,ANGOLA,DUCARD,DCD
"AIR 1ST AVIATION COMPANIES OF OKLAHOMA, INC. (TULSA, OK)",UNITED STATES,ROUGH RIDER,RUF
AIR ADA,MAURITANIA,AIR ADA,RDM
AIR ADELPHI LTD,SAINT VINCENT AND THE GRENADINES,ADELPHI,MUS
AIR AFGHANISTAN INTERNATIONAL,AFGHANISTAN,AIR AFGHANISTAN,AFH
AIR AFRICA INTERNATIONAL LTD,UNITED REPUBLIC OF TANZANIA,,GEM
AIR ALBANIA,ALBANIA,AIR ALBANIA,ABN
AIR ALBATROS,FRANCE,ALBAJET,WBA
AIR ALBORAN S.L.,SPAIN,ALHAMBRA,AHB
AIR ALGERIE,ALGERIA,AIR ALGERIE,DAH
AIR ALIZE,FRANCE,ALIZE,RLZ
AIR ALPHA A/S,DENMARK,AIR ALPHA,AHA
"AIR ALPHA, INC. (CINCINNATI, OH)",UNITED STATES,DOUBLE-A,DBA
AIR ALSIE A/S,DENMARK,MERMAID,MMD
AIR AMBULANCE SERVICES LIMITED,BAHAMAS,ISLAND LIFEFLIGHT,ABZ
AIR AMDER SA,MAURITANIA,AIR AMDER,RMD
"AIR AMERICA, INC. (CAROLINA, PR)",UNITED STATES,AIRMEK,AMI
AIR ANKA AIRLINES INC.- AIR ANKA HAVA YOLLARI A.S.,TURKEY,AIR ANKA,TAH
AIR ANTWERP,BELGIUM,DEVIL,ATW
AIR ARABIA,UNITED ARAB EMIRATES,ARABIA,ABY
AIR ARABIA ABU DHABI,UNITED ARAB EMIRATES,NAWRAS,ADY
AIR ARABIA EGYPT,EGYPT,ARABIA EGYPT,RBG
AIR ARABIA FOR AIR TRANSPORT,LIBYA,ARABIA AVIA,ALL
AIR ARABIA MAROC,MOROCCO,ARABIA MAROC,MAC
AIR ARCHIPELS,FRANCE,ARCHIPELS,RHL
AIR ASIA (INDIA) LTD.,INDIA,RED KNIGHT,IAD
AIR ASTANA,KAZAKHSTAN,ASTANALINE,KZR
AIR ATLANTA EUROPE,MALTA,EUROVIKING,AAE
AIR ATLANTA ICELANDIC,ICELAND,ATLANTA,ABD
AIR ATLANTIC (NIG) LIMITED,NIGERIA,NIGALANTIC,ANI
AIR ATLANTIC URUGUAY S.A.,URUGUAY,ATLAMUR,AUM
AIR ATTACK TECHNOLOGIES,FRANCE,MIGHTYVAN,MGT
"AIR AURORA, INC. (SUGAR GROVE, IL)",UNITED STATES,BOREALIS,AAI
AIR AUSTRAL,FRANCE,REUNION,REU
AIR BAGAN LIMITED,MYANMAR,AIR BAGAN,JAB
AIR BALTIC CORPORATION JSC,LATVIA,AIRBALTIC,BTI
AIR BELGIUM SA,BELGIUM,AIR BELGIUM,ABB
AIR BISSAU INTERNATIONAL LDA,GUINEA-BISSAU,BISSAU INTERNATIONAL,BSA
AIR BOHEMIA A.S.,CZECHIA,BOHEMIA,BOH
AIR BOREALIS,CANADA,NORTHLIGHT,LBR
"AIR BOTSWANA (PTY.), LTD.",BOTSWANA,BOTSWANA,BOT
AIR BRASIL LINHAS AEREAS LTDA,BRAZIL,AIRBRASIL,BSL
AIR BRAVO,UGANDA,AIR BRAVO,BRF
AIR BURKINA,BURKINA FASO,BURKINA,VBW
AIR BUSAN,REPUBLIC OF KOREA,AIR BUSAN,ABL
AIR CAIRO,EGYPT,,MSC
AIR CALEDONIE,FRANCE,AIRCAL,TPC
AIR CALEDONIE INTERNATIONAL,FRANCE,AIRCALIN,ACI
AIR CANADA,CANADA,AIR CANADA,ACA
AIR CANADA ROUGE,CANADA,ROUGE,ROU
AIR CANNES MEDITERRANEE,FRANCE,CANNES AZUR,RCM
AIR CARAIBES,FRANCE,FRENCH WEST,FWI
AIR CARAIBES ATLANTIQUE,FRANCE,CAR LINE,CAJ
"AIR CARE ALLIANCE (STORRS, CT)",UNITED STATES,COMPASSION,CMF
"AIR CARGO CARRIERS, INC. (MILWAUKEE, WI)",UNITED STATES,NIGHT CARGO,SNC
AIR CARGO CENTER,SAO TOME AND PRINCIPE,,GRI
"AIR CARGO EXPRESS, INC. (LITTLE ROCK, AR)",UNITED STATES,TURBO DOG,TDG
"AIR CARGO GLOBAL, S.R.O.",SLOVAKIA,GLOBAL CARGO,CCC
"AIR CARGO MASTERS, INC. (SIOUX FALLS, SD)",UNITED STATES,RUNNER,RNR
AIR CARGO MONGOLIA,MONGOLIA,MONGOLIA CARGO,MGC
AIR CARGO TRANSPORTATION SYSTEM LIMITED,KENYA,AFRISPIRIT,ACU
"AIR CARNIVAL PVT. LIMITED (COIMBATORE, INDIA)",INDIA,CARNAIR,ACV
AIR CASSAI LDA.,ANGOLA,AIR CASSAI,RCI
"AIR CENTER HELICOPTERS, INC. (FORT WORTH, TX)",UNITED STATES,RAPTOR,RAP
"AIR CENTURY, S.A.",DOMINICAN REPUBLIC,CENTURYFLIGHT,CEY
"AIR CHANGAN CO., LTD.",CHINA,CHANG AN,CGN
"AIR CHARITY NETWORK (VIRGINIA BEACH, VA)",UNITED STATES,ANGEL FLIGHT,NGF
"AIR CHARTER PROFESSIONALS, INC. (OPA LOCKA, FL)",UNITED STATES,CHARTAIR,CHV
AIR CHARTER SCOTLAND EUROPE LTD,MALTA,BRAVEHEART,SCO
AIR CHARTER SCOTLAND LTD,UNITED KINGDOM,SALTIRE,EDC
"AIR CHARTER WORLD (CORRALES, NM)",UNITED STATES,,XAC
AIR CHINA,CHINA,AIR CHINA,CCA
"AIR CHINA CARGO CO., LTD",CHINA,AIRCHINA FREIGHT,CAO
AIR CHINA INNER MONGOLIA,CHINA,MENGYUAN,CNM
"AIR CHOICE ONE (ST. LOUIS, MO)",UNITED STATES,WEBER,ACO
AIR COLUMBUS,UKRAINE,AIR COLUMBUS,CBS
AIR COMET,SPAIN,RED COMET,MPD
AIR COMPANY CAAS,KYRGYZSTAN,PEGAS,KAS
AIR COMPANY COURSE-S,RUSSIAN FEDERATION,ATLAS,KRS
AIR COMPANY SKY GATES AIRLINES LLC,RUSSIAN FEDERATION,SKY PATH,SAY
AIR CONNECT AVIATION GROUP,ROMANIA,AIR CONNECT,KON
AIR CONSUL,SPAIN,AIR CONSUL,CNU
AIR CONTINENTAL AFRICA,GABON,AIRCONTI,ACB
AIR CORPORATE S.R.L.,ITALY,AIRCORPORATE,CPV
AIR CORRIDOR,MOZAMBIQUE,AIR CORRIDOR,CRD
AIR CORSICA,FRANCE,CORSICA,CCM
AIR COTE D' IVOIRE,COTE D'IVOIRE,COTE D'IVOIRE,VRE
AIR CREEBEC,CANADA,CREE,CRQ
AIR CRUZAL,ANGOLA,AIR CRUZAL,CRJ
AIR DATA LTD,UNITED KINGDOM,,AFS
AIR DECCAN,INDIA,AIR DECCAN,DKN
AIR DILIJANS,ARMENIA,NIKA,NGT
"AIR DIVISION OF THE EASTERN KAZAKHSTAN REGION, MUNICIPAL STATE ENTERPRISE",KAZAKHSTAN,GALETA,UCK
AIR DOLOMITI,ITALY,DOLOMITI,DLA
AIR DOMINICANA,DOMINICAN REPUBLIC,AIRDOM,RDO
AIR DREAM COLLEGE,PORTUGAL,DREAM COLLEGE,ADM
AIR EAGLE,PAKISTAN,AIR EAGLE,EGA
AIR EAGLE (PVT) LTD.,PAKISTAN,SWIFT CARGO,EPE
AIR EMERALDS,SERBIA,AIR EMERALDS,ERD
AIR ET COMPAGNIE,FRANCE,BLUE TIE,BLT
AIR EUROPA,SPAIN,EUROPA,AEA
AIR EXCEL,UNITED REPUBLIC OF TANZANIA,TINGA-TINGA,XLL
AIR EXPRESS,SUDAN,AIR SUDEX,AXD
AIR EXPRESS (PVT) LTD,PAKISTAN,DEWAN EXPRESS,DAD
AIR FALCON (PVT) LIMITED,PAKISTAN,FEATHER,FPK
AIR FLAMENCO,UNITED STATES,FLAMENCO,WAF
AIR FORCE OF LIBYA,LIBYA,LIBYAN AIRFORCE,LBF
AIR FRANCE,FRANCE,AIRFRANS,AFR
AIR FREIGHT NZ LTD,NEW ZEALAND,TOLL FREIGHT,TFR
AIR FRET DE MAURITANIE,MAURITANIA,,FMT
"AIR GEMINI, LDA",ANGOLA,TWINS,GLL
AIR GEORGIA,GEORGIA,AIR GEORGIA,AGF
AIR GHANA,GHANA,AIR GHANA,GHN
AIR GLACIERS SA,SWITZERLAND,AIR GLACIERS,AGV
AIR GO EGYPT,EGYPT,EGYPTIAN BIRD,AGY
AIR GREENLAND A/S,DENMARK,GREENLAND,GRL
"AIR GUILIN CO., LTD.",CHINA,WELKIN,CGH
AIR GUYANE SP.,FRANCE,GREEN BIRD,GUY
AIR HAITI,HAITI,AIRHAITI,HJA
"AIR HAMBURG, HAMBURG",GERMANY,AIR HAMBURG,AHO
AIR HORIZONT,MALTA,SKY RUNNER,HAT
AIR IMAGES,UNITED KINGDOM,IMAGES,IMS
AIR INCHEON CO. LTD,REPUBLIC OF KOREA,AIR INCHEON,AIH
"AIR INDEPENDENCE GMBH, MUENCHEN",GERMANY,DAILY,DLY
AIR INDIA EXPRESS,INDIA,EXPRESS INDIA,AXB
AIR INDIA LIMITED,INDIA,AIRINDIA,AIC
AIR INDUS,PAKISTAN,,MPK
AIR INTER CAMEROUN,CAMEROON,INTER-CAMEROUN,ICM
AIR INTER GABON,GABON,,AIG
"AIR INTER TRANSPORT CO., LTD.",THAILAND,SKYBUDDY,BGN
AIR INTERSALONIKA,GREECE,INTERSALONIKA,NSK
AIR INUIT LTD,CANADA,INUIT,AIE
AIR ITALY S.P.A.,ITALY,AIR ITALY,ISS
AIR ITM,FRANCE,MUSKETEER,MQT
AIR JAMAICA,JAMAICA,JAMAICA,AJM
AIR JAMAICA EXPRESS LIMITED,JAMAICA,JAMAICA EXPRESS,JMX
"AIR JAPAN CO., LTD",JAPAN,AIR JAPAN,AJX
AIR JETSUL,PORTUGAL,AIRJETSUL,AJU
AIR JUPITER,NIGERIA,JUPAIR,JIS
AIR KBZ LIMITED,MYANMAR,JADE AIR,KBZ
AIR KENYA EXPRESS LTD,KENYA,SUNEXPRESS,XAK
AIR KG,KYRGYZSTAN,SALAM AIR,KGC
AIR KIRIBATI LIMITED,KIRIBATI,AIR KIRIBATI,AKL
"AIR KISSARI, TRANSPORTE AEREO",ANGOLA,KISSARI,KSI
AIR KLAIPEDA,LITHUANIA,AIR KLAIPEDA,KLD
AIR KOREA CO. LTD.,REPUBLIC OF KOREA,,AKA
AIR KORYO,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,AIR KORYO,KOR
AIR KYRGYZSTAN,KYRGYZSTAN,ALTYN AVIA,LYN
AIR LEISURE,EGYPT,AIR LEISURE,ALD
AIR LIAISON,CANADA,LIAISON,LSJ
AIR LIBYA TIBESTI,LIBYA,AIR LIBYA,TLR
AIR LIFT S.A.,GREECE,HELLAS LIFT,IFI
AIR LINK EXECUTIVE SERVICES (ALES),PAKISTAN,,AKE
AIR LOYAUTE,FRANCE,LOYAUTE,RLY
AIR LUXOR STP,SAO TOME AND PRINCIPE,LUXORJET,ALU
AIR MACAU,CHINA,AIR MACAU,AMU
AIR MACRAN,IRAN (ISLAMIC REPUBLIC OF),MACRAN,AMH
"AIR MADAGASCAR, SOCIETE NATIONALE MALGACHE DE TRANSPORTS AERIENS",MADAGASCAR,AIR MADAGASCAR,MDG
AIR MAJORO S.A.,PERU,AIR MAJORO,MJP
AIR MALAWI,MALAWI,MALAWI,AML
AIR MALTA PLC.,MALTA,AIR MALTA,AMC
"AIR MANAGEMENT GROUP, CJSC",RUSSIAN FEDERATION,DEXTER,DXT
AIR MANAS,KYRGYZSTAN,AIR MANAS,MBB
AIR MANDALAY LIMITED,MYANMAR,AIR MANDALAY,AMY
AIR MARINE,FRANCE,AIR MARINE,MRY
AIR MARSHALL ISLANDS,MARSHALL ISLANDS,AIR MARSHALLS,CWM
AIR MASTER,EGYPT,AIR MASTER,RMX
AIR MAURITANIE,MAURITANIA,MIKE ROMEO,MRT
AIR MAURITIUS LIMITED,MAURITIUS,AIRMAURITIUS,MAU
AIR MAX AFRICA,GABON,AZIMA,AZX
AIR MEDICAL LTD,UNITED KINGDOM,AIR MED,MCD
AIR MEDITERRANEAN S.A,GREECE,HELLASMED,MAR
AIR MEKONG (MEKONG AVIATION JOINT STOCK COMPANY),VIET NAM,MEKONG,MKG
AIR MEMPHIS,UGANDA,MEMPHIS UGANDA,MHU
AIR MEMPHIS,EGYPT,AIR MEMPHIS,MHS
AIR MERIDIAN LIMITED,NIGERIA,EMPENNAGE,MEF
"AIR METACK, LDA",ANGOLA,AIRMETACK,MTK
AIR MIDWEST LIMITED,NIGERIA,VICTORY,VTY
AIR MINAS LINHAS AEREAS LTDA.,BRAZIL,AIR MINAS,AMG
AIR MOBILITY COMMAND (AMC),UNITED STATES,REACH,RCH
AIR MOLDOVA,REPUBLIC OF MOLDOVA,AIR MOLDOVA,MLD
AIR MONTENEGRO,MONTENEGRO,MONTENEGRO,AMN
AIR MOUNTAIN,SWITZERLAND,AIR MOUNTAIN,AMT
AIR MUNICH AVIATION AG,GERMANY,AIR MUNICH,MUC
AIR NAMIBIA (PTY) LTD,NAMIBIA,NAMIBIA,NMB
AIR NAPIER LIMITED,NEW ZEALAND,AIR NAPIER,NPR
AIR NATIONAL CORPORATE LTD,NEW ZEALAND,JETPLUS,JPS
AIR NATIONAL GUARDS 158 FIGHTER WING,UNITED STATES,,BTB
AIR NAVIGATION AND TRADING CO. LTD.,UNITED KINGDOM,AIR NAV,ANB
AIR NAVIGATION SERVICES OF THE CZECH REPUBLIC,CZECHIA,CALIBRA,CBA
AIR NELSON LTD,NEW ZEALAND,,RLK
AIR NEPAL INTERNATIONAL,NEPAL,AIR NEPAL,NPL
AIR NEW ZEALAND LTD,NEW ZEALAND,NEW ZEALAND,ANZ
AIR NIAMEY S.A.,NIGER,AIR NIAMEY,AWN
AIR NIGERIA DEVELOPMENT LIMITED,NIGERIA,NICON FLIERS,ANP
AIR NIGERIA PLC,NIGERIA,REGAL EAGLE,NGP
AIR NIUGINI,PAPUA NEW GUINEA,NIUGINI,ANG
AIR NORTH CHARTER,CANADA,AIR NORTH,ANT
"AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO, S.A.",SPAIN,NOSTRU AIR,ANE
AIR NUNAVUT,CANADA,AIR BAFFIN,BFF
AIR OCEAN AIRLINES LLC,UKRAINE,AIR OCEAN,AOA
AIR OCEAN MAROC,MOROCCO,OCEAN MAROC,AOM
AIR PACIFIC LIMITED,FIJI,FIJI,FJI
AIR PACK EXPRESS S.A.,SPAIN,AIRPACK EXPRESS,PCK
"AIR PAL, ESCUELA DE PILOTOS",SPAIN,AIRPAL,PLL
"AIR PALACE, S.A. DE C.V.",MEXICO,AIR PALACE,PCS
"AIR PARADISE (SAN JUAN, PR)",UNITED STATES,COKI,PDI
AIR PARTNERS CORP.,CANADA,STAMPEDE,SDE
AIR PEACE LIMITED,NIGERIA,PEACE BIRD,APK
AIR PEGASUS PVT. LTD.,INDIA,PEGASUS,PPL
AIR PFUNWA,ZIMBABWE,PFUNWA,PFU
AIR PHILIP,REPUBLIC OF KOREA,PHILIP AIR,APV
AIR PHILIPPINES CORPORATION,PHILIPPINES,AIRPHIL,GAP
AIR PINK,SERBIA,AIR PINK,PNK
AIR POHANG,REPUBLIC OF KOREA,AIR POHANG,KAB
AIR POLAND SP. Z.O.O.,POLAND,POLISH BIRD,AEI
AIR PRAGUE,CZECHIA,AIR PRAGUE,PRG
AIR PREMIA,REPUBLIC OF KOREA,AIR PREMIA,APZ
AIR ROUTING INTERNATIONAL LP,UNITED STATES,,ARC
AIR SAFARIS AND SERVICES (NZ) LTD,NEW ZEALAND,AIRSAFARI,SRI
AIR SAHARA,INDIA,SAHARA,RSH
AIR SAINT PIERRE,FRANCE,,SPM
AIR SAO TOME AND PRINCIPE,SAO TOME AND PRINCIPE,EQUATORIAL,EQL
AIR SEGURA S.L.,SPAIN,,AIU
AIR SENEGAL SA,SENEGAL,SENSA,SZN
AIR SEOUL,REPUBLIC OF KOREA,AIR SEOUL,ASV
AIR SERBIA,SERBIA,AIR SERBIA,ASL
AIR SERVICE CENTER SRL,ITALY,SERVICE CENTER,RCX
AIR SERVICE MANAGEMENT,SPAIN,,ASC
AIR SERVICE S.A.,GABON,,RVS
AIR SEYCHELLES,SEYCHELLES,SEYCHELLES,SEY
AIR SIAL LTD,PAKISTAN,AIR SIAL,SIF
"AIR SOLEIL, SOCIETE",MAURITANIA,AIR SOLEIL,SOE
AIR SPECIAL,CZECHIA,AIRSPEC,ASX
"AIR SPECIALTIES CORPORATION D/B/A/ AIR AMERICA/TOTAL AIR (LOS ANGELES, CA)",UNITED STATES,AIR AM,AMR
AIR SPEED CHARTER (PVT) LTD,PAKISTAN,,ASG
AIR SPHINX,EGYPT,AIR SPHINX,ASD
AIR STORK,REPUBLIC OF MOLDOVA,LONG,MSB
"AIR SUNSHINE INC (FT. LAUDERDALE, FL)",UNITED STATES,AIR SUNSHINE,RSI
AIR SUPPORT A/S,DENMARK,,CPU
AIR SURESTE,SPAIN,SURESTE,AIS
AIR TAHITI,FRANCE,AIR TAHITI,VTA
AIR TAHITI NUI,FRANCE,TAHITI AIRLINES,THT
AIR TANZANIA,UNITED REPUBLIC OF TANZANIA,TANZANIA,ATC
AIR TASHKENT,UZBEKISTAN,HANN,ATT
AIR TAURUS LLC,UKRAINE,AIR TAURUS,AIT
AIR TAXI & CARGO,SUDAN,TAXI CARGO,WAM
"AIR TAXI & CHARTER INTERNATIONAL, S.L.",SPAIN,IBERTAXI,IBJ
AIR TAXI (AVIATION CONNECTIVITY AND INFRASTRUCTURE DEVELOPERS PVT. LTD.),INDIA,AIR TAXI,FAT
AIR THANLWIN LIMITED.,MYANMAR,ROYAL BIRD,RTL
AIR TINDI LTD.,CANADA,TINDI,TIN
AIR TOURISME INSTRUCTION SERVICES,FRANCE,AIRAWAK,RWK
AIR TRACTOR D.O.O.,CROATIA,AIR TRACTOR,AOU
AIR TRAFFIC CONTROL (IN GENERAL),,,ZGZ
AIR TRAFFIC FLOW CONTROL UNIT,,,ZDZ
AIR TRAFFIC SERVICES REPORTING OFFICE,,,ZPZ
AIR TRANSAT A.T. INC.,CANADA,AIR TRANSAT,TSC
AIR TRANSPORT & TRANSIT REGIONAL,MADAGASCAR,TRANSPORT TRANSIT,TTO
AIR TRANSPORT (CHATHAM ISLANDS) LTD,NEW ZEALAND,CHATHAM,CVA
"AIR TRANSPORT ASSOCIATION OF AMERICA (WASHINGTON, DC)",UNITED STATES,,ATA
AIR TRANSPORT IGLESIAS S.A,VENEZUELA,ATISA,IGL
"AIR TRANSPORT INTERNATIONAL (LITTLE ROCK, AR)",UNITED STATES,AIR TRANSPORT,ATN
"AIR TRANSPORT, LTD",SLOVAKIA,TRANS EUROPE,EAT
"AIR TRANSSE CO., LTD",JAPAN,AIRTRA,TSQ
AIR TRAVEL CO. LTD.,CHINA,AIR TRAVEL,OTC
AIR UGANDA INTERNATIONAL LTD,UGANDA,,AUX
AIR URGA,UKRAINE,URGA,URG
"AIR VALENCIA, S.L.",SPAIN,AIR VALENCIA,AVZ
AIR VANUATU,VANUATU,AIR VAN,AVN
AIR VOLTA,BULGARIA,VOLTA,VLB
"AIR WISCONSIN AIRLINES CORPORATION (APPLETON, WI)",UNITED STATES,WISCONSIN,AWI
AIR X CHARTER,MALTA,LEGEND,AXY
AIR X CHARTER GERMANY GMBH,GERMANY,FORTUNE,AXG
"AIR XPRESS, INC, (GREENSBORO, NC)",UNITED STATES,AIREX,ARX
AIR ZAMBEZI,ZIMBABWE,ZAMBEZI,TZT
AIR ZERMATT AG,SWITZERLAND,AIR ZERMATT,AZF
AIR ZIMBABWE,ZIMBABWE,AIR ZIMBABWE,AZW
"AIR-ANGOL SOCIEDAD AERONAUTICA, LDA",ANGOLA,AIR ANGOL,NGO
AIR-BURUNDI,BURUNDI,AIR-BURUNDI,PBU
"AIR-EVAN'S, ESCUELA DE PILOTOS PRIVADOS",SPAIN,AIR-EVANS,VAE
AIR-INVEST LTD,HUNGARY,HAWKHUNGARY,HKH
"AIR-REP (LOS ANGELES, CA)",UNITED STATES,,XPR
AIR-SERVICE-GABON,GABON,,AGB
AIR-SPRAY 1967 LTD.,CANADA,AIR SPRAY,ASB
"AIR-TAXI EUROPE GMBH, BRAUNSCHWEIG",GERMANY,TWIN-GOOSE,TWG
AIRAILES,FRANCE,EOLE,EOL
AIRASIA SDN BHD,MALAYSIA,RED CAP,AXM
AIRASIA X SDN BHD,MALAYSIA,XANADU,XAX
AIRBAHN,UNITED STATES,AIRBAHN,ARB
AIRBIZ AVIATION SERVICES WORLDWIDE,PAKISTAN,,BZR
"AIRBLUE LIMITED, M/S.",PAKISTAN,PAKBLUE,ABQ
AIRBORNE IMAGING,UNITED STATES,AIRBORNE,ARZ
AIRBORNE LIDAR MAPPING A/S,DENMARK,MAPPING,MAB
AIRBRIDGE CARGO AIRLINES LTD,RUSSIAN FEDERATION,AIRBRIDGE CARGO,ABW
"AIRBROCK MANAGEMENT & CHARTER SERVICES, INC.",UNITED STATES,AIR BROCK,BKE
AIRBUS CANADA,CANADA,AIRBUS CANUCK,ABK
AIRBUS FRANCE,FRANCE,CORVETTE,RBU
